ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/06/2025;COBERTURA;IMPORTE AFILIADO
46895;carvedilol;KOLLOSTERIL;12.5 mg comp.x 28;Lafedar;$ 8218.3;60%;$ 3287.32
46896;carvedilol;KOLLOSTERIL;25 mg comp.x 28;Lafedar;$ 10893;60%;$ 4357.2
46897;carvedilol;KOLLOSTERIL;6.25 mg comp.x 28;Lafedar;$ 7298.86;60%;$ 2919.54
48224;clindamicina;CLINDALAF;300 mg cáps.x 16;Lafedar;$ 10227.03;60%;$ 4090.81
54136;colistina metansulfonato;COLISTYN;100 mg f.a.iny.x 1;Lafedar;$ 17459.55;60%;$ 6983.82
37426;dexametasona;DEXALAF;4 mg comp.x 10;Lafedar;$ 5083.61;50%;$ 2541.81
37425;dexametasona;DEXALAF;4 mg comp.x 20;Lafedar;$ 9663.7;50%;$ 4831.85
51328;dexametasona;DEXALAF;8 mg comp.x 10;Lafedar;$ 9234.44;50%;$ 4617.22
51329;dexametasona;DEXALAF;8 mg comp.x 20;Lafedar;$ 19395.7;50%;$ 9697.85
51343;dexametasona;DEXALAF;8 mg comp.x 30;Lafedar;$ 22142.35;50%;$ 11071.18
22175;dextrometorfano;DEXTROTOS;jbe.x 100 ml;Lafedar;$ 10342.39;50%;$ 5171.2
36279;diclofenac sódico;DIFENAC RETARD;100 mg comp.rec.x 15;Lafedar;$ 18598.62;40%;$ 11159.17
36278;diclofenac sódico;DIFENAC;75 mg comp.rec.x 15;Lafedar;$ 11404.27;40%;$ 6842.56
41670;diclofenac+vit.b12+betametasona;DIFENAC FORTE;comp.rec.x 15;Lafedar;$ 15773.97;40%;$ 9464.38
29874;digoxina;DIGOXINA LAFEDAR;0.25 mg comp.x 40;Lafedar;$ 5799.43;80%;$ 1159.89
29875;digoxina;DIGOXINA LAFEDAR;75 mg gts.x 10 ml;Lafedar;$ 5966.97;80%;$ 1193.39
40016;dimenhidrinato;VERTIGMINE;50 mg comp.x 12;Lafedar;$ 7313.48;50%;$ 3656.74
40017;dimenhidrinato;VERTIGMINE;50 mg comp.x 24;Lafedar;$ 10938.8;50%;$ 5469.4
40018;dimenhidrinato;VERTIGMINE;sol.x 100 ml;Lafedar;$ 6117.91;50%;$ 3058.96
38149;espironolactona;MODULACTONE;100 mg comp.x 30;Lafedar;$ 15847.3;50%;$ 7923.65
40945;ezetimibe+simvastatin;COLEFLUX DUO;10/10 mg comp.rec.x 30;Lafedar;$ 19122.97;50%;$ 9561.49
40946;ezetimibe+simvastatin;COLEFLUX DUO;10/20 mg comp.rec.x 30;Lafedar;$ 18950.85;50%;$ 9475.43
40947;ezetimibe+simvastatin;COLEFLUX DUO;10/40 mg comp.rec.x 30;Lafedar;$ 24463.56;50%;$ 12231.78
40948;ezetimibe+simvastatin;COLEFLUX DUO;10/80 mg comp.rec.x 30;Lafedar;$ 37464.49;50%;$ 18732.25
31021;fluconazol;FLUCOLAF;100 mg comp.x 9;Lafedar;$ 17392.59;50%;$ 8696.3
31022;fluconazol;FLUCOLAF;150 mg comp.x 1;Lafedar;$ 6173.17;50%;$ 3086.59
31023;fluconazol;FLUCOLAF;150 mg comp.x 2;Lafedar;$ 11672.78;50%;$ 5836.39
31024;fluconazol;FLUCOLAF;150 mg comp.x 4;Lafedar;$ 19633.47;50%;$ 9816.74
31019;fluconazol;FLUCOLAF;50 mg comp.x 3;Lafedar;$ 2982.54;50%;$ 1491.27
31020;fluconazol;FLUCOLAF;50 mg comp.x 9;Lafedar;$ 8193.16;50%;$ 4096.58
45573;fosfato disódico+fosfato monosód;FOSFALAX ENEMA;env.x 135 ml;Lafedar;$ 5724.1;50%;$ 2862.05
45572;fosfato disódico+fosfato monosód;FOSFALAX ORAL;sol.x 45 ml;Lafedar;$ 13480.27;50%;$ 6740.14
39354;gaba+vit.b6;BUTINEURON;comp.x 100;Lafedar;$ 28594.56;50%;$ 14297.28
39336;gaba+vit.b6;BUTINEURON;comp.x 20;Lafedar;$ 8579.36;50%;$ 4289.68
39353;gaba+vit.b6;BUTINEURON;comp.x 50;Lafedar;$ 15511.85;50%;$ 7755.93
44132;galantamina;MEMOLOS;12 mg comp.x 56;Lafedar;$ 92184.09;50%;$ 46092.05
44129;galantamina;MEMOLOS;4 mg comp.x 14;Lafedar;$ 13854.4;50%;$ 6927.2
44130;galantamina;MEMOLOS;4 mg comp.x 56;Lafedar;$ 39500.96;50%;$ 19750.48
44131;galantamina;MEMOLOS;8 mg comp.x 56;Lafedar;$ 51448.56;50%;$ 25724.28
17654;gentamicina;GENTAMICIN;0.1% cr.x 15 g;Lafedar;$ 6491.93;50%;$ 3245.97
17656;gentamicina;GENTAMICIN;gts.oft.x 10 ml;Lafedar;$ 4909.18;50%;$ 2454.59
7949;glibenclamida;DIABEMIN;5 mg comp.x 60;Lafedar;$ 6945.69;100%;$ 0
4754;gliclazida;UNAVA;80 mg comp.x 20;Lafedar;$ 7726.16;100%;$ 0
4755;gliclazida;UNAVA;80 mg comp.x 60;Lafedar;$ 19378.13;100%;$ 0
22140;hidroclorotiazida+amilorida;REN-UR;comp.x 100;Lafedar;$ 10655.47;50%;$ 5327.74
22138;hidroclorotiazida+amilorida;REN-UR;comp.x 20;Lafedar;$ 3819.47;50%;$ 1909.74
22139;hidroclorotiazida+amilorida;REN-UR;comp.x 50;Lafedar;$ 7140.41;50%;$ 3570.21
41341;hierro+fólico,ác.;HEMOFER FOLIC;comp.x 20;Lafedar;$ 13674.85;50%;$ 6837.43
41342;hierro+fólico,ác.;HEMOFER FOLIC;comp.x 50;Lafedar;$ 11033.53;50%;$ 5516.77
44115;hierro,sulfato;HEMOFER;gts.x 20 ml;Lafedar;$ 6617.46;50%;$ 3308.73
24127;hierro,sulfato;HEMOFER;jbe.x 120 ml;Lafedar;$ 3709.61;50%;$ 1854.81
49271;ibuprofeno;IBUFULL 4%;4 g% susp.x 90 ml;Lafedar;$ 8647.28;40%;$ 5188.37
31735;ibuprofeno;IBUFULL 600;600 mg comp.x 10;Lafedar;$ 7754.86;40%;$ 4652.92
26115;ibuprofeno;IBUFULL 600;600 mg comp.x 20;Lafedar;$ 13854.25;40%;$ 8312.55
46251;indometacina;INDOMET LAFEDAR;2% cr.x 100 g;Lafedar;$ 14012.58;50%;$ 7006.29
47979;ipratropio,bromuro;IPATROP;sol.p/nebulizar x 20 ml;Lafedar;$ 6135.31;60%;$ 2454.12
47980;ipratropio,bromuro;IPATROP;sol.p/nebulizar x 40 ml;Lafedar;$ 8720.05;60%;$ 3488.02
29894;ketoconazol;KETONAZOL LAFEDAR;2% cr.x 15 g;Lafedar;$ 6950.8;40%;$ 4170.48
29892;ketoconazol;KETONAZOL LAFEDAR;2% susp.oral x 100 ml;Lafedar;$ 12591.33;40%;$ 7554.8
29890;ketoconazol;KETONAZOL LAFEDAR;2% susp.oral x 30 ml;Lafedar;$ 8825.38;40%;$ 5295.23
30316;ketoconazol;KETONAZOL LAFEDAR;200 mg comp.x 10;Lafedar;$ 6978.27;40%;$ 4186.96
29895;ketoconazol;KETONAZOL LAFEDAR;pvo.x 50 g;Lafedar;$ 7585;40%;$ 4551
51245;labetalol;BLOCAMINE;200 mg comp.x 20;Lafedar;$ 14883.34;50%;$ 7441.67
36218;lactulosa;LAFELAX;jbe.x 120 ml;Lafedar;$ 11369.56;40%;$ 6821.74
20141;loperamida;LANSEKA;2 mg comp.x 10;Lafedar;$ 5449.82;50%;$ 2724.91
26308;loperamida;LANSEKA;2 mg comp.x 20;Lafedar;$ 8526.74;50%;$ 4263.37
13913;loratadina;NULAREF;comp.x 10;Lafedar;$ 3965;40%;$ 2379
38866;loratadina;NULAREF;jbe.x 60 ml;Lafedar;$ 6910.39;40%;$ 4146.23
20368;loratadina+betametasona;NULAREF-CORT;comp.x 10;Lafedar;$ 12601.25;40%;$ 7560.75
19696;loratadina+pseudoefedrina;NULAREF-D;comp.rec.x 10;Lafedar;$ 12984.52;40%;$ 7790.71
46944;lorazepam;PLARDOX;1 mg comp.subl. x 30;Lafedar;$ 5596.16;50%;$ 2798.08
37433;lorazepam;PLARDOX;1 mg comp.x 100;Lafedar;$ 6382.48;50%;$ 3191.24
37432;lorazepam;PLARDOX;1 mg comp.x 50;Lafedar;$ 4512.82;50%;$ 2256.41
37434;lorazepam;PLARDOX;2.5 mg comp.x 100;Lafedar;$ 10191.68;50%;$ 5095.84
4524;lorazepam;PLARDOX;2.5 mg comp.x 50;Lafedar;$ 6453.59;50%;$ 3226.8
38194;losartán;PRESINOR;50 mg comp.x 15;Lafedar;$ 9381.52;80%;$ 1876.3
38195;losartán;PRESINOR;50 mg comp.x 30;Lafedar;$ 20003;80%;$ 4000.6
38196;losartán+hidroclorotiazida;PRESINOR D;comp.rec.x 15;Lafedar;$ 11333.27;60%;$ 4533.31
38197;losartán+hidroclorotiazida;PRESINOR D;comp.rec.x 30;Lafedar;$ 23548.03;60%;$ 9419.21
35314;miconazol+metronidazol+asoc.;PENTOL;óv.x 6;Lafedar;$ 13328;40%;$ 7996.8
48667;mupirocina;QUEMICETINA NF NASAL;2% ung.x 3 g;Lafedar;$ 7217.13;50%;$ 3608.57
17252;nimodipina;MACOBAL 30 MG;30 mg comp.x 30;Lafedar;$ 8060.36;50%;$ 4030.18
17253;nimodipina;MACOBAL 30 MG;30 mg comp.x 60;Lafedar;$ 12570.49;50%;$ 6285.25
34777;potasio,gluconato;GLUCO-K;elixir x 150 ml;Lafedar;$ 4621.07;50%;$ 2310.54
45808;rivastigmina;RIVASMINA;1.5 mg cáps.x 14;Lafedar;$ 15598.3;50%;$ 7799.15
45813;rivastigmina;RIVASMINA;1.5 mg cáps.x 28;Lafedar;$ 24956.69;50%;$ 12478.35
45815;rivastigmina;RIVASMINA;1.5 mg cáps.x 56;Lafedar;$ 34075.44;50%;$ 17037.72
45814;rivastigmina;RIVASMINA;3 mg cáps.x 14;Lafedar;$ 15598.3;50%;$ 7799.15
45816;rivastigmina;RIVASMINA;3 mg cáps.x 28;Lafedar;$ 24956.69;50%;$ 12478.35
45818;rivastigmina;RIVASMINA;3 mg cáps.x 56;Lafedar;$ 34075.44;50%;$ 17037.72
45817;rivastigmina;RIVASMINA;4.5 mg cáps.x 14;Lafedar;$ 15598.3;50%;$ 7799.15
45819;rivastigmina;RIVASMINA;4.5 mg cáps.x 28;Lafedar;$ 24956.69;50%;$ 12478.35
45820;rivastigmina;RIVASMINA;4.5 mg cáps.x 56;Lafedar;$ 34075.44;50%;$ 17037.72
45821;rivastigmina;RIVASMINA;6 mg cáps.x 14;Lafedar;$ 15598.3;50%;$ 7799.15
45822;rivastigmina;RIVASMINA;6 mg cáps.x 28;Lafedar;$ 24956.69;50%;$ 12478.35
45823;rivastigmina;RIVASMINA;6 mg cáps.x 56;Lafedar;$ 34075.44;50%;$ 17037.72
55416;rosuvastatina;TIALIPOL;20 mg comp.x 30;Lafedar;$ 30579.75;50%;$ 15289.88
47910;salbutamol+ipratropio,br.;SALBUTROP;sol.unidosis x 20;Lafedar;$ 8358.57;60%;$ 3343.43
40941;simvastatin;COLEFLUX;10 mg comp.rec.x 30;Lafedar;$ 17706.46;80%;$ 3541.29
40942;simvastatin;COLEFLUX;20 mg comp.rec.x 30;Lafedar;$ 23184.4;80%;$ 4636.88
40943;simvastatin;COLEFLUX;40 mg comp.rec.x 30;Lafedar;$ 29701.27;80%;$ 5940.25
40944;simvastatin;COLEFLUX;80 mg comp.rec.x 30;Lafedar;$ 38269.89;80%;$ 7653.98
48669;sodio,cloruro;NADRION;7% a. mds.x 30 x 5ml;Lafedar;$ 84982.84;50%;$ 42491.42
48670;sodio,cloruro;NADRION;7% a. mds.x 60 x 5ml;Lafedar;$ 117181.52;50%;$ 58590.76
18238;sulfadiazina de plata+asoc.;SULFAPLAT LA;cr.x 50 g;Lafedar;$ 6373.3;50%;$ 3186.65
42471;sumatriptán;MIGRANEITOR;100 mg comp.rec.x 1;Lafedar;$ 8478.92;50%;$ 4239.46
34013;sumatriptán;MIGRANEITOR;100 mg comp.rec.x 2;Lafedar;$ 16784.46;50%;$ 8392.23
46253;teofilina anhidra;TEODILAT;0.8 g jbe.x 120 ml;Lafedar;$ 6955.18;60%;$ 2782.07
46254;teofilina anhidra;TEODILAT;1.6 g jbe.x 120 ml;Lafedar;$ 7370.91;60%;$ 2948.36
46255;teofilina anhidra;TEODILAT;200 mg comp.x 20;Lafedar;$ 5303.91;60%;$ 2121.56
46256;teofilina anhidra;TEODILAT;300 mg comp.x 20;Lafedar;$ 7622.36;60%;$ 3048.94
45667;tizanidina;TIZANIDAL;2 mg comp.x 15;Lafedar;$ 5065.69;50%;$ 2532.85
45668;tizanidina;TIZANIDAL;4 mg comp.x 30;Lafedar;$ 14590.64;50%;$ 7295.32
46958;tobramicina;TOBRAL;sol.oft.x 10 ml;Lafedar;$ 7326.16;60%;$ 2930.46
47258;vit.a+vit.c+vit.d;ADECONCE;sol.oral x 20 ml;Lafedar;$ 11192.21;40%;$ 6715.33
54953;vit.d3;OXIVITAL;f.a.bebible x 2 ml;Lafedar;$ 12951.93;40%;$ 7771.16
55137;acetilcisteína;TEMPOTANE;600 mg sob.x 20;Lazar;$ 15985.64;50%;$ 7992.82
51914;acetilcisteína;TEMPOTANE;jbe.x 100 ml;Lazar;$ 8797.09;50%;$ 4398.55
14451;aciclovir;XICLOVIR;200 mg comp.rec.x 30;Lazar;$ 14556.24;60%;$ 5822.5
50570;aciclovir;XICLOVIR;400 mg comp. x 20;Lazar;$ 13312;60%;$ 5324.8
17126;aciclovir;XICLOVIR 800;comp.x 20;Lazar;$ 21067.76;60%;$ 8427.1
17127;aciclovir;XICLOVIR 800;comp.x 40;Lazar;$ 39936.02;60%;$ 15974.41
46356;adapaleno;DERMOTOPIC;gel 0.1% x 30 g;Lazar;$ 19479.55;50%;$ 9739.78
47441;adapaleno;DERMOTOPIC;gel 0.3% x 30 g;Lazar;$ 23762.7;50%;$ 11881.35
48779;adapaleno+benzoílo,peróxido;DERMOTOPIC DUO;gel x 30 g;Lazar;$ 23063.63;50%;$ 11531.82
18175;amlodipina;TERVALON;10 mg comp.x 30;Lazar;$ 22340.41;60%;$ 8936.16
18174;amlodipina;TERVALON;5 mg comp.x 30;Lazar;$ 11865.03;60%;$ 4746.01
4965;antraquinona;PYRALVEX;fco.x 10 ml;Lazar;$ 9998.54;50%;$ 4999.27
59353;atenolol;VERICORDIN;100 mg comp.x 30;Lazar;$ 7217.97;80%;$ 1443.59
59354;atenolol;VERICORDIN;100 mg comp.x 60;Lazar;$ 14063.72;80%;$ 2812.74
18996;atenolol;VERICORDIN;25 mg comp.x 28;Lazar;$ 3548;80%;$ 709.6
18997;atenolol;VERICORDIN;25 mg comp.x 56;Lazar;$ 6737;80%;$ 1347.4
59351;atenolol;VERICORDIN;50 mg comp.x 30;Lazar;$ 4190.41;80%;$ 838.08
59352;atenolol;VERICORDIN;50 mg comp.x 60;Lazar;$ 7854.88;80%;$ 1570.98
4984;atenolol+asoc.;VERICORDIN COMPUESTO;comp.x 14;Lazar;$ 1155.15;60%;$ 462.06
11532;atenolol+asoc.;VERICORDIN COMPUESTO;comp.x 28;Lazar;$ 12617.79;60%;$ 5047.12
30610;atorvastatín;LIPONORM;10 mg comp.rec.x 20;Lazar;$ 2199.64;80%;$ 439.93
27120;atorvastatín;LIPONORM;10 mg comp.rec.x 30;Lazar;$ 26994.33;80%;$ 5398.87
29716;atorvastatín;LIPONORM;10 mg comp.rec.x 60;Lazar;$ 48948.44;80%;$ 9789.69
27121;atorvastatín;LIPONORM;20 mg comp.rec.x 30;Lazar;$ 45359.68;80%;$ 9071.94
29717;atorvastatín;LIPONORM;20 mg comp.rec.x 60;Lazar;$ 83466.49;80%;$ 16693.3
51187;atorvastatín;LIPONORM;40 mg comp.rec.x 30;Lazar;$ 50916.42;80%;$ 10183.28
45648;atorvastatín+ezetimibe;LIPONORM PLUS;10/10 mg comp.x 30;Lazar;$ 31222.5;50%;$ 15611.25
45649;atorvastatín+ezetimibe;LIPONORM PLUS;20/10 mg comp.x 30;Lazar;$ 43294.9;50%;$ 21647.45
21227;azitromicina;NEBLIC;500 mg comp.rec.x 3;Lazar;$ 7599.21;60%;$ 3039.68
22070;azitromicina;NEBLIC;500 mg comp.rec.x 6;Lazar;$ 12038.82;60%;$ 4815.53
50785;betametasona;LAZAR CORT;cr.x 20 g;Lazar;$ 6169.82;50%;$ 3084.91
50786;betametasona+gentamic.+miconazol;LAZAR CORT COMPLEX;cr.x 20 g;Lazar;$ 9533.33;50%;$ 4766.67
50317;calcipotriol;CUTANIT LOCION;env.x 20 ml;Lazar;$ 21646.61;50%;$ 10823.31
47733;calcipotriol;CUTANIT;ung.x 30 g;Lazar;$ 22109.35;50%;$ 11054.68
47734;calcipotriol+betametasona,diprop;CUTANIT B;ung. x 30 g;Lazar;$ 34640.14;50%;$ 17320.07
36206;carvedilol;CORUBIN;12.5 mg comp.x 28;Lazar;$ 10649.58;60%;$ 4259.83
36207;carvedilol;CORUBIN;25 mg comp.x 28;Lazar;$ 13485.12;60%;$ 5394.05
36205;carvedilol;CORUBIN;6.25 mg comp.x 28;Lazar;$ 8537.59;60%;$ 3415.04
32730;cetirizina;CETIZINE;10 mg comp.rec.x 10;Lazar;$ 7480.98;40%;$ 4488.59
32731;cetirizina;CETIZINE;10 mg comp.rec.x 20;Lazar;$ 11594.41;40%;$ 6956.65
32732;cetirizina;CETIZINE;gts.x 10 ml;Lazar;$ 6270.04;40%;$ 3762.02
42619;ciprofibrato;FIXERIL;100 mg comp.x 30;Lazar;$ 30964.8;60%;$ 12385.92
42620;ciprofibrato;FIXERIL;100 mg comp.x 60;Lazar;$ 57299.08;60%;$ 22919.63
11051;ciprofloxacina;CIPROFLOXACINA LAZAR;250 mg comp.rec.x 10;Lazar;$ 5168.61;60%;$ 2067.44
11052;ciprofloxacina;CIPROFLOXACINA LAZAR;500 mg comp.rec.x 10;Lazar;$ 14296.39;60%;$ 5718.56
11053;ciprofloxacina;CIPROFLOXACINA LAZAR;500 mg comp.rec.x 20;Lazar;$ 26625.8;60%;$ 10650.32
22619;ciprofloxacina;CIPROFLOXACINA LAZAR;750 mg comp.rec.x 10;Lazar;$ 23580.37;60%;$ 9432.15
51555;clindamicina+ketoconazol;FANGAN DUO;400/100 mg óv.x 7;Lazar;$ 15366.55;50%;$ 7683.28
51556;clobetasol;SALVICUTAN;cr.x 30 g;Lazar;$ 11199.36;50%;$ 5599.68
51571;dapsona;DAPSONA LAZAR;100 mg comp.x 50;Lazar;$ 16436.87;50%;$ 8218.44
50979;desloratadina;DELORAT;5 mg comp.rec.x 14;Lazar;$ 10287.12;40%;$ 6172.27
58631;diclofenac sódico;FLOGOLISIN;75 mg comp.rec.x 30;Lazar;$ 24623.95;40%;$ 14774.37
61057;diosmina+hesperidina micronizada;DIPEMINA;1000 mg comp.rec.x 30;Lazar;$ 41412.8;40%;$ 24847.68
33883;diosmina+hesperidina micronizada;DIPEMINA;500 mg comp.rec.x 30;Lazar;$ 23015.2;40%;$ 13809.12
33884;diosmina+hesperidina micronizada;DIPEMINA;500 mg comp.rec.x 60;Lazar;$ 41654.22;40%;$ 24992.53
4937;domperidona;ECUAMON;comp.rec.x 20;Lazar;$ 7118.91;50%;$ 3559.46
4938;domperidona;ECUAMON;gts.x 20 ml;Lazar;$ 6366.21;50%;$ 3183.11
51554;dutasteride;TUMULAN;0.5 mg comp.x 30;Lazar;$ 32180.57;50%;$ 16090.29
35084;enalapril;ECAPRILAT;10 mg comp.x 30;Lazar;$ 7639.87;80%;$ 1527.97
7035;enalapril;ECAPRILAT;10 mg comp.x 60;Lazar;$ 14660.4;80%;$ 2932.08
35085;enalapril;ECAPRILAT;20 mg comp.x 30;Lazar;$ 8484.68;80%;$ 1696.94
7072;enalapril;ECAPRILAT;20 mg comp.x 60;Lazar;$ 16622.11;80%;$ 3324.42
35633;estradiol+prasterona;SUPLIGOL NF;IM iny.a.x 1 x 1 ml;Lazar;$ 852.35;50%;$ 426.18
4949;etofenamato;FLOGOL;gel x 50 g;Lazar;$ 3492.67;50%;$ 1746.34
36204;ezetimibe;ALIN;10 mg comp.x 30;Lazar;$ 15631.68;50%;$ 7815.84
58338;famotidina;LAZARTIDINA;20 mg comp.rec.x 30;Lazar;$ 8504.04;40%;$ 5102.42
58339;famotidina;LAZARTIDINA;20 mg comp.rec.x 60;Lazar;$ 15030.59;40%;$ 9018.35
58340;famotidina;LAZARTIDINA;40 mg comp.rec.x 30;Lazar;$ 16557.71;40%;$ 9934.63
58341;famotidina;LAZARTIDINA;40 mg comp.rec.x 60;Lazar;$ 30759.49;40%;$ 18455.69
23172;fexofenadina;ALERFEDINE;120 mg comp.rec.x 10;Lazar;$ 9038.03;50%;$ 4519.02
23173;fexofenadina;ALERFEDINE;120 mg comp.rec.x 30;Lazar;$ 25009.92;50%;$ 12504.96
24034;fexofenadina;ALERFEDINE;180 mg comp.rec.x 10;Lazar;$ 16249.08;50%;$ 8124.54
24035;fexofenadina;ALERFEDINE;180 mg comp.rec.x 20;Lazar;$ 25221.39;50%;$ 12610.7
54926;fexofenadina;ALERFEDINE;susp.oral x 150 ml;Lazar;$ 708.24;50%;$ 354.12
28138;fexofenadina+pseudoefedrina;ALERFEDINE D;comp.rec.x 10;Lazar;$ 10057.74;50%;$ 5028.87
50782;fluconazol;FUNGOCINA;100 mg comp.x 16;Lazar;$ 61061.31;50%;$ 30530.66
16283;fluconazol;FUNGOCINA;150 mg comp.x 1;Lazar;$ 6540.24;50%;$ 3270.12
16284;fluconazol;FUNGOCINA;150 mg comp.x 2;Lazar;$ 12096.69;50%;$ 6048.35
18589;fluconazol;FUNGOCINA;150 mg comp.x 4;Lazar;$ 20489.26;50%;$ 10244.63
50783;fluconazol;FUNGOCINA;150 mg comp.x 8;Lazar;$ 32122.23;50%;$ 16061.12
50784;fluconazol;FUNGOCINA;200 mg comp.x 12;Lazar;$ 69628.12;50%;$ 34814.06
50781;fluconazol;FUNGOCINA;50 mg comp.x 10;Lazar;$ 12038.82;50%;$ 6019.41
40480;fusídico,ác.;ARZIMOL;2% cr.x 15 g;Lazar;$ 8970.76;60%;$ 3588.3
42574;fusídico,ác.+betametasona;ARZIMOL B;cr.x 15 g;Lazar;$ 10360.5;50%;$ 5180.25
33721;glimepiride;ADIUVAN;2 mg comp.x 30;Lazar;$ 9184.16;100%;$ 0
33722;glimepiride;ADIUVAN;4 mg comp.x 30;Lazar;$ 15871.32;100%;$ 0
46353;glimepiride+metformina;ADIUVAN MET;2/1000 mg comp.x 30;Lazar;$ 11322.47;50%;$ 5661.24
46354;glimepiride+metformina;ADIUVAN MET;4/1000 mg comp.x 30;Lazar;$ 19603.47;50%;$ 9801.74
46355;hidrosmina;FLEBOSMINA;200 mg cáps.x 60;Lazar;$ 41730.39;50%;$ 20865.2
46358;hidrosmina;FLEBOSMINA;gel 2% x 40 g;Lazar;$ 11431.51;50%;$ 5715.76
4913;hidroxicina;ATARAXONE;10 mg comp.rec.x 20;Lazar;$ 10033.44;50%;$ 5016.72
4914;hidroxicina;ATARAXONE;25 mg comp.rec.x 20;Lazar;$ 13973.04;50%;$ 6986.52
22548;hidroxicina;ATARAXONE;50 mg comp.rec.x 20;Lazar;$ 26572.26;50%;$ 13286.13
29715;hidroxicina;ATARAXONE;gts.x 20 ml;Lazar;$ 9405.38;50%;$ 4702.69
50915;imiquimod;MIQUIMOD;3.75% cr.x 3 g;Lazar;$ 15220.83;50%;$ 7610.42
33157;imiquimod;MIQUIMOD;5% cr.x 3 g;Lazar;$ 19407.53;50%;$ 9703.77
20561;ketoconazol;FANGAN;ov.x 5;Lazar;$ 13592.9;40%;$ 8155.74
1402;lactulosa;LACTULON;jbe.x 120 ml;Lazar;$ 12044.98;40%;$ 7226.99
3994;lactulosa;LACTULON;jbe.x 250 ml;Lazar;$ 20176.97;40%;$ 12106.18
44817;levofloxacina;BACTOCILINA;500 mg comp.rec.x 7;Lazar;$ 12270.48;60%;$ 4908.19
44818;levofloxacina;BACTOCILINA;750 mg comp.rec.x 5;Lazar;$ 14006.58;60%;$ 5602.63
39742;metformina;MEDOBIS;1000 mg comp. x 30;Lazar;$ 11552.32;100%;$ 0
43240;metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 30;Lazar;$ 10806.98;100%;$ 0
43241;metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 60;Lazar;$ 22977.91;100%;$ 0
39738;metformina;MEDOBIS;500 mg comp. x 30;Lazar;$ 4277.18;100%;$ 0
39739;metformina;MEDOBIS;500 mg comp. x 60;Lazar;$ 8432.88;100%;$ 0
39740;metformina;MEDOBIS;850 mg comp. x 30;Lazar;$ 8432.88;100%;$ 0
39741;metformina;MEDOBIS;850 mg comp. x 60;Lazar;$ 16171.76;100%;$ 0
43238;metformina;MEDOBIS AP;850 mg comp.rec.AP x 30;Lazar;$ 9353.27;100%;$ 0
43239;metformina;MEDOBIS AP;850 mg comp.rec.AP x 60;Lazar;$ 17855.24;100%;$ 0
54221;metronidazol;ROXEDERM;1% cr.x 30 g;Lazar;$ 13153.91;50%;$ 6576.96
37913;metronidazol;COLPOFILIN;500 mg comp.x 10;Lazar;$ 4745.8;50%;$ 2372.9
37914;metronidazol;COLPOFILIN;500 mg comp.x 20;Lazar;$ 8797.09;50%;$ 4398.55
43242;miconazol+metronidazol+asoc.;FANGAN PLUS;óv.x 6;Lazar;$ 12647.93;40%;$ 7588.76
43885;montelukast;INSPIROL;10 mg comp.rec.x 30;Lazar;$ 32226.53;50%;$ 16113.27
43883;montelukast;INSPIROL;4 mg comp.mast.x 30;Lazar;$ 30295.13;50%;$ 15147.57
43884;montelukast;INSPIROL;5 mg comp.mast.x 30;Lazar;$ 31183.97;50%;$ 15591.99
50787;mupirocina;MUPAX NASAL;2% ung.x 5 g;Lazar;$ 9451.69;50%;$ 4725.85
34447;mupirocina;MUPAX;cr.x 15 g;Lazar;$ 12154.84;50%;$ 6077.42
30804;mupirocina;MUPAX;ung.derm.x 15 g;Lazar;$ 10128.49;50%;$ 5064.25
52949;nebivolol;NEBICOR;10 mg comp.x 30;Lazar;$ 30701.32;50%;$ 15350.66
52947;nebivolol;NEBICOR;2.5 mg comp.x 30;Lazar;$ 7309;50%;$ 3654.5
59345;nebivolol;NEBICOR;5 mg comp.x 30;Lazar;$ 15632.57;50%;$ 7816.29
59346;nebivolol+hidroclorotiazida;NEBICOR D;5/12.5 mg comp.rec.x 30;Lazar;$ 18984.37;50%;$ 9492.19
24394;nimodipina;NIMODILAT FORTE;comp.rec.x 30;Lazar;$ 13920.6;50%;$ 6960.3
34915;nimodipina;NIMODILAT;comp.rec.x 30;Lazar;$ 8710.87;50%;$ 4355.44
12654;nimodipina;NIMODILAT;comp.rec.x 60;Lazar;$ 14237.74;50%;$ 7118.87
24395;nimodipina;NIMODILAT FORTE;comp.rec.x 60;Lazar;$ 18330.35;50%;$ 9165.18
30805;nimodipina+citicolina;NIMODILAT PLUS;comp.rec.x 30;Lazar;$ 19302.47;50%;$ 9651.24
30806;nimodipina+citicolina;NIMODILAT PLUS;comp.rec.x 60;Lazar;$ 34842.12;50%;$ 17421.06
1537;norfloxacina;UROXACIN;400 mg comp.rec.x 10;Lazar;$ 7952.17;60%;$ 3180.87
4981;norfloxacina;UROXACIN;400 mg comp.rec.x 20;Lazar;$ 14585.65;60%;$ 5834.26
18994;paracetamol;PARACETAMOL LAZAR;500 mg comp.x 20;Lazar;$ 351.37;40%;$ 210.82
4954;paracetamol+dipirona;MULTIN;comp.rec.x 10;Lazar;$ 3000.98;40%;$ 1800.59
